Filename,Length,Spectral Centroids Mean,Spectral Centroids Var,Spectral Rolloff Mean,Spectral Rolloff Var,Spectral Flux Mean,Spectral Flux Var,Zero Crossings Mean,Zero Crossings Var,Energy Mean,Energy Var,Tempo,Beats Mean,Beats Var,Pitches Mean,Pitches Var,Magnitudes Mean,Magnitudes Var,MFCC1_Mean,MFCC1_Var,MFCC2_Mean,MFCC2_Var,MFCC3_Mean,MFCC3_Var,MFCC4_Mean,MFCC4_Var,MFCC5_Mean,MFCC5_Var,MFCC6_Mean,MFCC6_Var,MFCC7_Mean,MFCC7_Var,MFCC8_Mean,MFCC8_Var,MFCC9_Mean,MFCC9_Var,MFCC10_Mean,MFCC10_Var,MFCC11_Mean,MFCC11_Var,MFCC12_Mean,MFCC12_Var,MFCC13_Mean,MFCC13_Var,MFCC14_Mean,MFCC14_Var,MFCC15_Mean,MFCC15_Var,MFCC16_Mean,MFCC16_Var,MFCC17_Mean,MFCC17_Var,MFCC18_Mean,MFCC18_Var,MFCC19_Mean,MFCC19_Var,MFCC20_Mean,MFCC20_Var,Chroma1_Mean,Chroma1_Var,Chroma2_Mean,Chroma2_Var,Chroma3_Mean,Chroma3_Var,Chroma4_Mean,Chroma4_Var,Chroma5_Mean,Chroma5_Var,Chroma6_Mean,Chroma6_Var,Chroma7_Mean,Chroma7_Var,Chroma8_Mean,Chroma8_Var,Chroma9_Mean,Chroma9_Var,Chroma10_Mean,Chroma10_Var,Chroma11_Mean,Chroma11_Var,Chroma12_Mean,Chroma12_Var,label
blues.00010.wav,661794,1410.0234234402553,205639.17026442825,2765.967419971723,1427723.4149127428,0.00078675104,15.0760975,0.06295882576856149,0.0004415341143935523,16.302785635061444,569.2420605804152,161.4990234375,644.493670886076,135666.8828713347,11.601113,17094.615,0.2224818,11.687748,-173.81046,8143.062,137.17355,1082.654,-23.72303,1028.9458,26.979677,495.41827,-16.67521,289.7898,4.1947303,160.07622,-12.571788,150.51718,5.851669,82.444984,-2.8769505,108.58822,-1.1783811,65.64737,-1.9682401,55.532143,1.8011796,57.92027,-3.0069504,93.647865,-1.8669492,40.125145,-0.7912434,49.736412,-3.0062358,62.993618,-0.43072948,57.057262,-1.9965144,55.609653,-0.7501041,47.180058,-5.0069656,46.476055,0.4620903,0.14209487,0.17099184,0.03685911,0.19255668,0.037472155,0.37835658,0.13116883,0.3539494,0.07584771,0.45925716,0.1740856,0.2762847,0.06404047,0.3239619,0.09463717,0.18765378,0.050030597,0.2023978,0.053847026,0.32359982,0.093779825,0.31653857,0.06970091,blues
blues.00011.wav,661794,1352.7427097237671,511953.3552514408,2880.9110920279873,2932944.116679484,0.00053758017,3.89581,0.043930584759280744,0.0018957123722602104,3.7586152508214896,30.145863093822342,161.4990234375,650.0864197530864,130689.16537113246,7.565256,12694.186,0.04375551,1.0273651,-287.9319,5931.3467,124.010765,994.99554,5.4674478,302.0755,33.66307,344.49417,1.091654,441.21622,14.703699,235.38484,-4.8811417,149.53206,8.668892,189.32147,0.7843316,148.67032,6.57608,114.22455,-4.8758154,93.7772,-3.176761,84.19608,-5.538258,65.792854,-6.779148,60.83885,-2.646513,55.49734,-2.9903204,54.537933,-3.3829944,39.835857,-1.8589838,46.825733,1.839186,37.05892,-4.891355,28.130308,0.2483404,0.074177586,0.23031713,0.04486609,0.30519623,0.061143834,0.4141206,0.07650427,0.65872395,0.14061503,0.541794,0.12322911,0.3526597,0.06451644,0.34855935,0.092499115,0.34550482,0.090378724,0.34785601,0.10158877,0.27667353,0.076295115,0.32090253,0.11211717,blues
blues.00012.wav,661794,1360.6856016703396,257080.63352218433,2738.8302548578886,953044.8055650127,0.00023122833,3.2997231,0.06909500676720805,0.002380562343826463,10.03839209324618,132.870222265163,184.5703125,641.4505494505495,133026.02777442336,13.3053,30752.184,0.1544142,6.921152,-207.2383,4575.776,132.82741,666.0227,-15.45408,935.23145,60.980972,330.53262,0.7190262,313.94824,12.4613285,101.10465,1.1633853,107.93309,-1.5329198,111.63531,-17.89585,96.37597,8.360363,94.81139,-2.459651,139.65952,-0.5846393,92.744286,0.37226447,86.13248,2.5984128,53.73543,-5.186428,45.905807,-9.530309,69.25321,-9.2374735,63.564034,-2.8471038,68.84711,-1.4193835,112.57434,-5.9333534,91.46056,0.3037392,0.051835705,0.16060714,0.04641888,0.21950652,0.09306441,0.20335963,0.067721955,0.19669214,0.08076175,0.26667142,0.09169609,0.30215812,0.1073743,0.15772307,0.039029773,0.18236226,0.05732531,0.21339056,0.06667431,0.375359,0.059822477,0.65048724,0.15921846,blues
blues.00013.wav,661794,1324.5278252945684,171556.88399977336,2711.4849187935033,1076354.55766458,0.00046955523,2.0095866,0.0514017032820959,0.001255387820866968,9.36244029326362,172.02398423491854,107.666015625,646.0384615384615,132571.7677514793,8.734046,17904.736,0.12517336,6.475148,-209.80392,1968.6526,124.46476,541.9335,10.309394,662.1497,47.016357,148.4147,6.478227,101.90166,15.41512,146.17114,-2.0159419,69.43244,6.726218,76.01961,-21.543222,96.41771,10.720835,95.860405,-5.5328465,90.6517,-2.1957276,59.198196,-3.0491858,52.314415,8.643513,71.75553,-0.30701312,68.60345,-0.63291764,88.57952,-2.9335587,97.39021,-1.7062988,104.24756,-1.7673151,88.82407,-7.755139,113.835785,0.1276945,0.030119188,0.14224939,0.05497409,0.17113934,0.059287265,0.14699554,0.052000437,0.18999651,0.06357665,0.2321002,0.067810155,0.1563588,0.03329756,0.2167512,0.06008704,0.3452764,0.11919669,0.38490972,0.0578795,0.69176936,0.14358002,0.37368304,0.060299966,blues
blues.00014.wav,661794,1171.967431930455,147268.4565215006,2344.9874700913574,877107.628571067,0.0019926648,1.6887184,0.045036675850734724,0.001559970831725131,3.9746752571640362,50.2935015437945,151.99908088235293,657.0714285714286,109799.92346938775,6.145751,12246.488,0.07098739,2.3723452,-305.66437,8192.633,113.07102,682.14856,12.107334,1462.7546,45.052197,224.56734,17.734385,248.84837,14.590071,154.57202,4.147996,157.61455,0.22631137,166.8956,-7.021587,97.5899,13.646477,76.79964,8.91421,90.02956,1.3037987,62.693886,5.9549785,64.3177,8.547473,76.00693,1.1196221,137.01826,0.5982411,67.728806,0.060842656,96.59573,-3.7137508,65.659485,-0.9935343,89.37376,-1.8043832,113.50517,0.2959799,0.10398497,0.3158471,0.111385785,0.29459617,0.09902908,0.2398649,0.07566921,0.29456356,0.09378146,0.31403103,0.10273358,0.23693255,0.06370731,0.23517995,0.061032377,0.28398794,0.08045482,0.3779184,0.08479617,0.62069154,0.17664221,0.43712378,0.113198645,blues
blues.00015.wav,661794,1420.4385714343975,199934.38273227043,2930.239280470563,699900.4201592532,0.00023224903,1.6422668,0.06370125495456304,0.0019409896600481654,5.140534453685223,76.09528674874011,103.359375,643.469387755102,136441.8000832986,10.155253,20289.172,0.10124519,3.0969553,-238.51962,4379.6255,120.10219,728.1788,-4.2219486,978.79614,42.29459,383.1859,5.9238214,298.72183,13.911398,117.38614,5.350524,119.63876,1.8952672,143.87921,-16.928087,89.818855,12.343145,76.23276,3.9388995,81.61116,-1.3966829,60.90996,0.0130277015,60.566597,3.585257,89.513954,-4.5006394,101.89453,-5.5398455,77.415665,-6.8845096,93.56861,-4.824554,65.70046,1.7439975,78.28548,-1.8783106,131.15253,0.27003893,0.054875776,0.16510169,0.046798863,0.24188988,0.111154824,0.24282658,0.08670902,0.28292665,0.11777339,0.29346132,0.10753037,0.26243213,0.08629721,0.17003126,0.0451935,0.19486086,0.06026304,0.24148697,0.074477084,0.35236862,0.078662746,0.5193532,0.17121924,blues
blues.00016.wav,661794,1455.0726339660955,152296.79006862268,3010.010388721723,1010269.4971195218,0.0011370619,1.4772611,0.06134406117072699,0.0014187982635001817,5.110001681370202,51.99377348355519,198.76802884615384,624.5,129317.16666666667,10.360648,20867.572,0.10453246,2.9987876,-233.77281,4958.6343,120.66434,561.7591,-3.1640928,1207.2642,39.514828,396.8244,3.8315244,284.47858,18.828156,156.3235,-3.6787386,100.44713,4.4254684,111.51865,-14.964929,101.528305,17.571478,102.22184,1.8461249,108.56196,2.5500886,66.5328,-1.2302392,65.06261,8.437056,64.94195,-0.20024781,59.23102,-3.8908293,78.07675,-4.4561353,82.96057,0.011000655,86.01411,1.294804,83.56266,-2.0984619,100.81558,0.23239246,0.08094847,0.16875646,0.04919158,0.14952135,0.03923783,0.27854714,0.075015545,0.40721017,0.12526987,0.24952652,0.066963695,0.27207142,0.08453017,0.3548412,0.09653636,0.5287468,0.12229467,0.5378588,0.15206197,0.2649032,0.053392623,0.2538276,0.08454477,blues
blues.00017.wav,661794,1089.0053435041514,231672.8914171367,2135.41761075261,1081577.235108431,0.0013152027,2.9444485,0.048326248912412995,0.0008451654661521953,5.983261939626083,55.820961645901896,172.265625,615.6666666666666,129423.16049382716,9.669017,20263.473,0.11480096,3.7183921,-245.68724,5196.257,140.48125,800.1619,-2.7912185,795.82556,60.404514,360.887,18.903513,235.44035,9.828394,99.82425,3.563824,118.55096,0.52286243,93.30116,-16.378489,129.11522,6.6293535,105.23015,7.2584243,96.81719,-4.021235,71.328354,1.601125,72.963554,5.8965745,78.655426,-3.0172145,56.011353,-4.7756925,58.363327,-3.036288,65.715126,-1.9979147,64.9101,-0.04957171,62.9335,-3.9618294,64.81745,0.30274373,0.10613812,0.2072667,0.058130234,0.15756595,0.05030466,0.1596936,0.035053868,0.3066375,0.104499586,0.25637436,0.061321273,0.25430104,0.07896403,0.31278467,0.085692145,0.4252117,0.08621428,0.57849765,0.14812623,0.35299763,0.05332583,0.3126506,0.104242645,blues
blues.00018.wav,661794,1537.4913865266897,193154.1727400831,3495.331815998405,1828303.2046714216,0.0005653653,1.3825157,0.056141769987432324,0.0017222051542408522,5.12864254808845,81.8463502647067,83.35433467741936,622.45,131986.14750000002,6.9461107,15236.122,0.082263574,3.38677,-252.48178,2874.1829,104.94516,604.05975,15.296445,661.94025,42.68784,162.72171,6.770452,92.87256,21.611765,117.26866,-1.3111783,73.47131,5.681745,100.52636,-16.636873,125.60383,12.16935,123.66207,-1.9619533,52.164986,1.9602653,64.75909,-0.89822775,48.760345,7.7623606,71.51196,2.3758621,102.00459,1.7791145,93.04837,1.3305405,132.01836,3.6150513,182.26514,4.9065995,151.66873,-2.6610513,96.47257,0.21087252,0.0578337,0.16098842,0.054084104,0.18929793,0.07262374,0.20331983,0.07100988,0.2173756,0.07898997,0.28002006,0.10630927,0.3292938,0.122896366,0.25057682,0.07609666,0.3302191,0.09861431,0.3768181,0.13420431,0.2984076,0.070142,0.39363688,0.16541445,blues
blues.00019.wav,661794,1195.4981309471507,249540.78288138905,2235.6144526718385,1207900.6401911664,0.0015755525,2.9896505,0.05888603900812065,0.001798326376787047,6.6730202701040255,72.26347238349105,123.046875,681.2692307692307,99547.5428994083,9.928374,20182.057,0.12215202,4.155145,-236.67947,5576.6396,138.4056,536.2844,-4.9304795,1166.9213,47.6545,311.2415,5.1578507,466.2876,8.887806,91.67842,0.48740572,98.060455,-3.788342,159.00235,-14.984867,77.34832,10.428946,104.50035,-0.3413842,134.52066,0.7833589,80.47019,1.7809838,77.91053,4.2295594,73.61766,-0.4747693,63.299763,-6.104543,80.72324,-5.394643,95.50786,-1.3449991,92.612816,-3.7254624,72.52176,-4.37371,66.93199,0.19479886,0.08088187,0.19424137,0.06606665,0.15759374,0.058522455,0.25427648,0.084249474,0.34069908,0.13610566,0.14696781,0.044138063,0.13919757,0.04795363,0.24395074,0.0820459,0.4377345,0.09301992,0.5545773,0.1738049,0.25228745,0.05106896,0.17302033,0.05546028,blues
blues.00020.wav,661794,1390.3828142454302,103083.25083197534,3006.1467358794953,945931.9719751858,0.002927991,2.2765048,0.05258634232405259,0.000616229079623275,4.516412880749136,63.250143000501005,135.99917763157896,652.7794117647059,135185.61310553632,7.427251,11351.938,0.095788814,2.902133,-230.36378,2989.1604,127.07773,397.76834,7.114696,600.3924,39.767056,176.0069,1.9217218,116.42421,17.410606,100.17704,-5.626918,79.68089,8.2406645,69.49092,-18.116043,60.151737,13.844725,72.71004,-3.7571108,71.56752,2.579849,74.58947,-4.3167143,62.589,6.797995,62.125072,-6.1670146,60.68846,-6.2006335,49.888157,-4.5018964,52.91843,-1.8255956,73.46965,-0.51590997,94.82006,1.5071841,73.84816,0.24969855,0.060382962,0.17254932,0.05198595,0.21799389,0.07837067,0.2924686,0.06589929,0.49619138,0.15700755,0.24927709,0.052403867,0.22601503,0.063260004,0.34278345,0.10236113,0.388074,0.120709315,0.29929027,0.08864513,0.2833129,0.06844923,0.41454393,0.12787455,blues
blues.00021.wav,661794,1046.775126610449,291445.50272249867,1831.2215641313805,1348269.1287348608,0.0014903025,2.580751,0.047907452387857694,0.0023313094290948392,7.413002132923711,87.82048975703464,99.38401442307692,631.1428571428571,130639.59183673469,8.67655,19617.588,0.10717986,3.7668896,-264.67126,6340.7188,138.85434,1001.429,11.167329,1283.5443,48.523926,371.25842,14.904312,248.1461,20.586437,130.0128,3.2061763,119.96546,1.2635795,104.41091,-15.839374,95.3959,15.975112,85.30514,3.358218,79.1454,-1.5066409,71.932945,1.8969209,70.0342,6.3134995,68.5041,-0.995984,82.13329,-2.4147837,89.51523,-3.6791573,93.94478,0.49927172,119.202965,5.0440598,117.73886,-0.78631663,148.49115,0.23314047,0.07884298,0.16188842,0.03336098,0.18005443,0.046953432,0.21771011,0.043263458,0.38677168,0.11143514,0.55786777,0.17311433,0.45691484,0.12457444,0.44296703,0.099619426,0.40354612,0.10788123,0.29668957,0.0655333,0.2841384,0.11681396,0.23403352,0.06472483,blues
blues.00022.wav,661794,1155.869256708864,314152.7439425487,2169.63258818518,1331329.4290102238,0.00056218373,3.055743,0.05856995903422274,0.0028679686061733804,9.117264641842743,132.1157653853144,95.703125,615.0,110671.81818181818,10.093992,22692.232,0.13253133,4.9166555,-233.96312,6504.2466,136.14453,959.728,3.306636,1162.9741,48.930626,383.96625,8.705184,304.61374,13.989511,165.4091,5.3627157,105.51817,0.4101891,128.13931,-13.483557,151.98456,16.860369,82.7323,5.134752,114.362495,-2.2307274,77.221436,3.9538214,66.0046,5.3132124,83.296745,0.8079431,101.00323,-1.1003898,80.28279,-4.539631,78.61717,-2.4259493,100.40609,3.324436,119.319336,-0.6058455,143.40132,0.38983428,0.13309817,0.23306346,0.053131446,0.2116808,0.076435745,0.2565474,0.08515082,0.32922992,0.099026754,0.49539053,0.1652014,0.35581502,0.095736034,0.32016486,0.092501536,0.28152817,0.067821324,0.3177159,0.10150258,0.25055915,0.08048244,0.2377983,0.05482663,blues
blues.00023.wav,661794,1210.1413910383174,131835.5423929671,2521.9827390878772,610051.874210673,0.0033881923,2.0772645,0.052467009860788866,0.0010877847348502296,7.687879842128736,94.4042246448923,184.5703125,659.7826086956521,128692.10491493382,8.4546795,15438.126,0.14321059,5.0280786,-227.2558,4144.4,137.76518,507.1656,-14.502317,1245.1947,63.57536,210.98936,5.6017485,152.54596,11.988769,93.58656,1.8891488,102.56179,-1.8709356,87.26914,-7.618036,97.51639,-2.4516425,97.633514,-2.8980217,104.15346,-9.433825,87.927345,-10.939208,115.719406,3.5636466,68.92533,4.152738,77.30342,0.09471213,45.212196,-2.9802275,66.8502,-1.3866447,82.50899,7.5348935,93.42404,-3.0437849,74.07117,0.20817874,0.06299536,0.2739207,0.11095258,0.1881194,0.0576326,0.20792684,0.03850483,0.48324555,0.15074395,0.22903043,0.03987813,0.12468961,0.037147757,0.16487423,0.048372794,0.28213856,0.04649543,0.6510638,0.13679796,0.36538824,0.06297532,0.19110774,0.04857886,blues
